idx;Artist;Category;Style;Subject;Medium;Size;Orientation;price
P0008037;Hussain Bikar;Painting;Modern;still life;Gouache;X-Large;Vertical;high
P0008038;Hamid Nada;Photography;Figurative;Animals and Birds;Ink;Large;Squared;medium
P0008039;Abdel Hadi Al Gazzar;Print;Surrealism;Architecture and cityscapes;Charcoal;Small;Vertical;medium
P0008040;El Zeft;Painting;Abstract;people and portraits;Mono;Small;Horizontal;very low
P0008041;Adam Henein;Sculpture;Art Deco;people and portraits;Bronze;X-Large;Vertical;high
P0008042;Abdel Hadi Al Gazzar;Collage;Graffiti;Animals and Birds;Charcoal;Medium;Horizontal;high
P0008043;El Zeft;Collage;Folk Art;Architecture and cityscapes;Wood;X-Large;Squared;high
P0008044;Alaa Awad;Collage;Conceptual;Landscapes,sea and sky;Gouache;X-Large;Vertical;high
P0008045;George Bahgoury;Collage;Graffiti;Abstract and non-figurative;Ink;Large;Vertical;high
P0008046;Ganzeer;Sculpture;Folk Art;people and portraits;Woodcut;Small;Squared;very low
P0008047;Mahmoud Sa'id;Photography;Documentary;transportaion and maps;Woodcut;Small;Vertical;low
P0008048;Emad Ibrahim;Print;Abstract;still life;Ink;Medium;Horizontal;medium
P0008049;Ganzeer;Print;Fine Art;Animals and Birds;Woodcut;Small;Squared;low
P0008050;George Bahgoury;Print;Street Art;Animals and Birds;Pincil;Medium;Squared;medium
P0008051;Alaa Awad;Photography;Pop Art;Animals and Birds;Charcoal;X-Large;Horizontal;very low
P0008052;Mahmoud Sa'id;Sculpture;Abstract;Animals and Birds;Gouache;Small;Horizontal;medium
P0008053;Fathi Hassan;Print;Fine Art;Architecture and cityscapes;Ceramic;Small;Horizontal;very high
P0008054;Ganzeer;Painting;Fine Art;people and portraits;Watercolur;X-Large;Squared;low
P0008055;Ganzeer;Photography;Documentary;transportaion and maps;Mixed media;X-Large;Vertical;medium
P0008056;Ragheb Ayad;Collage;Art Deco;Architecture and cityscapes;Lino;Large;Squared;high
P0008057;Adham Wanly;Sculpture;Figurative;people and portraits;Acrylic;Medium;Squared;very high
P0008058;Ghada Amer;Drawing;Graffiti;people and portraits;Ink;Small;Horizontal;very high
P0008059;George Bahgoury;Print;Modern;Flowers and plants;Pastal;Large;Squared;high
P0008060;Fathi Hassan;Painting;Graffiti;transportaion and maps;Oil;Small;Horizontal;very high
P0008061;Fathi Hassan;Collage;Wall;still life;Charcoal;Small;Horizontal;high
P0008062;Ganzeer;Drawing;Documentary;Animals and Birds;Ceramic;X-Large;Squared;high
P0008063;Tarek El Komi;Painting;Fine Art;still life;Wood;Large;Squared;very low
P0008064;Emad Ibrahim;Drawing;Figurative;Landscapes,sea and sky;Pastal;X-Large;Horizontal;high
P0008065;Hamid Nada;Photography;Modern;people and portraits;Chalk;X-Large;Squared;very high
P0008066;Abdel Hadi Al Gazzar;Painting;Surrealism;Architecture and cityscapes;Pastal;Large;Squared;high
P0008067;El Teneen;Sculpture;Abstract;Abstract and non-figurative;Bronze;X-Large;Squared;low
P0008068;Abdel Hadi Al Gazzar;Drawing;Wall;people and portraits;Chalk;Large;Horizontal;very low
P0008069;Hossam Dirar;Collage;Modern;transportaion and maps;Charcoal;Large;Squared;very low
P0008070;Ragheb Ayad;Sculpture;Art Deco;Landscapes,sea and sky;Acrylic;Large;Vertical;very high
P0008071;Tarek El Komi;Print;Modern;Abstract and non-figurative;Oil;Large;Horizontal;medium
P0008072;Alaa Awad;Painting;Street Art;people and portraits;Charcoal;Large;Horizontal;very high
P0008073;Emad Ibrahim;Print;Art Deco;Landscapes,sea and sky;Ceramic;Large;Horizontal;very high
P0008074;Hazem Taha Hussein;Painting;Surrealism;Animals and Birds;Mono;Medium;Horizontal;very low
P0008075;Ganzeer;Collage;Documentary;Abstract and non-figurative;Bronze;Small;Squared;low
P0008076;Ghada Amer;Print;Fine Art;Architecture and cityscapes;Metal;Small;Squared;very low
P0008077;Ganzeer;Painting;Folk Art;Animals and Birds;Metal;Large;Vertical;high
P0008078;Emad Ibrahim;Photography;Fine Art;Architecture and cityscapes;Wood;Small;Vertical;very high
P0008079;Abdel Hadi Al Gazzar;Print;Surrealism;Animals and Birds;Pincil;Large;Horizontal;very high
P0008080;Hussain Bikar;Photography;Conceptual;people and portraits;Charcoal;Medium;Horizontal;low
P0008081;Adam Henein;Painting;Figurative;Architecture and cityscapes;Woodcut;Small;Vertical;very high
P0008082;Abdel Hadi Al Gazzar;Print;Art Deco;people and portraits;Chalk;Large;Squared;very low
P0008083;Mohamed El Fayoumi;Photography;Abstract;people and portraits;Woodcut;Large;Horizontal;very high
P0008084;Ghada Amer;Drawing;Wall;people and portraits;Pastal;X-Large;Vertical;low
P0008085;Fathi Hassan;Painting;Surrealism;Landscapes,sea and sky;Metal;Small;Horizontal;high
P0008086;Emad Ibrahim;Photography;Figurative;Abstract and non-figurative;Lino;Large;Horizontal;high
P0008087;George Bahgoury;Sculpture;Portrait;Architecture and cityscapes;Bronze;Large;Horizontal;very high
P0008088;Emad Ibrahim;Collage;Fine Art;Abstract and non-figurative;Mixed media;Large;Horizontal;very low
P0008089;Hossam Dirar;Drawing;Portrait;still life;Wood;Large;Vertical;low
P0008090;Hossam Dirar;Print;Wall;people and portraits;Woodcut;Small;Vertical;very low
P0008091;El Teneen;Collage;Wall;Architecture and cityscapes;Metal;Medium;Vertical;low
P0008092;El Zeft;Sculpture;Folk Art;people and portraits;Gouache;Large;Vertical;very low
P0008093;Ganzeer;Collage;Fine Art;Architecture and cityscapes;Pincil;X-Large;Vertical;medium
P0008094;Tarek El Komi;Photography;Street Art;Architecture and cityscapes;Lino;Medium;Squared;high
P0008095;Ghada Amer;Sculpture;Abstract;transportaion and maps;Watercolur;Small;Horizontal;very low
P0008096;George Bahgoury;Photography;Graffiti;Abstract and non-figurative;Mixed media;Medium;Squared;very high
P0008097;Mahmoud Sa'id;Photography;Documentary;Abstract and non-figurative;Mono;Small;Vertical;low
P0008098;Ragheb Ayad;Drawing;Conceptual;Landscapes,sea and sky;Pincil;Medium;Vertical;very high
P0008099;Fathi Hassan;Painting;Modern;still life;Mixed media;Small;Vertical;very low
P0008100;Emad Ibrahim;Photography;Fine Art;Architecture and cityscapes;Metal;Large;Vertical;medium
P0008101;Hazem Taha Hussein;Photography;Fine Art;Landscapes,sea and sky;Acrylic;Medium;Horizontal;low
P0008102;Emad Ibrahim;Collage;Folk Art;Landscapes,sea and sky;Metal;X-Large;Squared;very low
P0008103;Alaa Awad;Photography;Pop Art;transportaion and maps;Metal;Large;Vertical;medium
P0008104;Hamid Nada;Photography;Abstract;Flowers and plants;Metal;Large;Squared;high
P0008105;Tarek El Komi;Sculpture;Portrait;Landscapes,sea and sky;Pincil;Small;Squared;low
P0008106;Adham Wanly;Photography;Conceptual;people and portraits;Acrylic;Small;Vertical;very high
P0008107;Hazem Taha Hussein;Drawing;Modern;Landscapes,sea and sky;Woodcut;Small;Horizontal;low
P0008108;Hussain Bikar;Drawing;Wall;transportaion and maps;Charcoal;Small;Squared;low
P0008109;Mahmoud Sa'id;Photography;Conceptual;still life;Ceramic;Large;Horizontal;low
P0008110;El Teneen;Sculpture;Conceptual;Landscapes,sea and sky;Acrylic;Small;Horizontal;very low
P0008111;Ganzeer;Sculpture;Wall;Animals and Birds;Gouache;X-Large;Vertical;medium
P0008112;Emad Ibrahim;Sculpture;Portrait;Abstract and non-figurative;Woodcut;Medium;Squared;very low
P0008113;Khaled Hafez;Collage;Modern;Architecture and cityscapes;Gouache;Medium;Squared;high
P0008114;Hamid Nada;Sculpture;Abstract;Landscapes,sea and sky;Chalk;Medium;Squared;very low
P0008115;Ghada Amer;Print;Portrait;Animals and Birds;Woodcut;Large;Squared;low
P0008116;Hamid Nada;Painting;Wall;Landscapes,sea and sky;Oil;X-Large;Horizontal;high
P0008117;Khaled Hafez;Sculpture;Fine Art;Flowers and plants;Chalk;Large;Horizontal;low
P0008118;Adham Wanly;Sculpture;Pop Art;Landscapes,sea and sky;Bronze;Medium;Horizontal;high
P0008119;Mohamed El Fayoumi;Photography;Street Art;Abstract and non-figurative;Mixed media;Small;Horizontal;medium
P0008120;Emad Ibrahim;Painting;Wall;Landscapes,sea and sky;Chalk;X-Large;Vertical;high
P0008121;Ragheb Ayad;Drawing;Art Deco;Animals and Birds;Lino;Small;Horizontal;very low
P0008122;Hazem Taha Hussein;Sculpture;Abstract;Flowers and plants;Watercolur;Medium;Horizontal;very high
P0008123;Hamid Nada;Sculpture;Modern;still life;Lino;X-Large;Squared;high
P0008124;George Bahgoury;Collage;Abstract;still life;Gouache;Small;Vertical;medium
P0008125;Hossam Dirar;Drawing;Conceptual;Flowers and plants;Pincil;Medium;Squared;low
P0008126;Hamid Nada;Sculpture;Folk Art;Abstract and non-figurative;Wood;X-Large;Vertical;medium
P0008127;Fathi Hassan;Painting;Surrealism;Architecture and cityscapes;Charcoal;X-Large;Vertical;very low
P0008128;El Zeft;Drawing;Street Art;Flowers and plants;Charcoal;Medium;Horizontal;medium
P0008129;Mahmoud Sa'id;Collage;Wall;Flowers and plants;Woodcut;Medium;Vertical;medium
P0008130;Alaa Awad;Photography;Wall;transportaion and maps;Mono;Large;Horizontal;low
P0008131;Hamid Nada;Photography;Street Art;Abstract and non-figurative;Gouache;Medium;Squared;low
P0008132;George Bahgoury;Photography;Pop Art;people and portraits;Charcoal;X-Large;Vertical;very high
P0008133;Abdel Hadi Al Gazzar;Drawing;Conceptual;Architecture and cityscapes;Woodcut;Small;Horizontal;very high
P0008134;El Zeft;Drawing;Folk Art;Animals and Birds;Ink;Large;Vertical;medium
P0008135;Adham Wanly;Painting;Street Art;Animals and Birds;Charcoal;Small;Horizontal;low
P0008136;Mahmoud Sa'id;Drawing;Street Art;Animals and Birds;Chalk;Medium;Vertical;very high
P0008137;Hussain Bikar;Painting;Surrealism;people and portraits;Mixed media;X-Large;Vertical;medium
P0008138;Fathi Hassan;Photography;Fine Art;Abstract and non-figurative;Metal;Medium;Vertical;high
P0008139;Ghada Amer;Sculpture;Portrait;Architecture and cityscapes;Lino;Small;Squared;medium
P0008140;Tarek El Komi;Print;Surrealism;transportaion and maps;Wood;Small;Squared;low
P0008141;Emad Ibrahim;Sculpture;Portrait;transportaion and maps;Gouache;Large;Squared;very low
P0008142;Hussain Bikar;Painting;Documentary;Landscapes,sea and sky;Mixed media;Large;Squared;very high
P0008143;Fathi Hassan;Print;Pop Art;Flowers and plants;Bronze;Small;Squared;low
P0008144;El Teneen;Painting;Figurative;Abstract and non-figurative;Ceramic;Large;Horizontal;low
P0008145;Adam Henein;Drawing;Folk Art;still life;Ink;X-Large;Vertical;medium
P0008146;Hossam Dirar;Drawing;Graffiti;people and portraits;Bronze;X-Large;Vertical;medium
P0008147;Fathi Hassan;Painting;Pop Art;Landscapes,sea and sky;Oil;X-Large;Vertical;medium
P0008148;Hazem Taha Hussein;Collage;Surrealism;still life;Mono;X-Large;Horizontal;low
P0008149;George Bahgoury;Sculpture;Graffiti;Landscapes,sea and sky;Oil;Small;Squared;high
P0008150;Abdel Hadi Al Gazzar;Collage;Surrealism;Flowers and plants;Charcoal;X-Large;Horizontal;very low
P0008151;Hamid Nada;Sculpture;Conceptual;transportaion and maps;Pastal;X-Large;Horizontal;medium
P0008152;Hamid Nada;Painting;Portrait;Architecture and cityscapes;Watercolur;Medium;Horizontal;high
P0008153;Fathi Hassan;Drawing;Graffiti;still life;Metal;X-Large;Horizontal;high
P0008154;Hazem Taha Hussein;Drawing;Fine Art;Landscapes,sea and sky;Pincil;Large;Horizontal;very low
P0008155;Hussain Bikar;Drawing;Fine Art;people and portraits;Charcoal;X-Large;Vertical;low
P0008156;Alaa Awad;Drawing;Pop Art;Landscapes,sea and sky;Bronze;Large;Vertical;high
P0008157;Khaled Hafez;Sculpture;Modern;people and portraits;Mono;Small;Vertical;very high
P0008158;Hazem Taha Hussein;Print;Pop Art;Landscapes,sea and sky;Charcoal;Small;Squared;very high
P0008159;El Teneen;Collage;Surrealism;Flowers and plants;Pastal;Medium;Squared;low
P0008160;Adham Wanly;Painting;Conceptual;transportaion and maps;Charcoal;Medium;Squared;high
P0008161;Emad Ibrahim;Sculpture;Documentary;transportaion and maps;Mixed media;X-Large;Squared;medium
P0008162;Hussain Bikar;Print;Conceptual;still life;Chalk;Medium;Horizontal;low
P0008163;George Bahgoury;Drawing;Abstract;Landscapes,sea and sky;Acrylic;Large;Horizontal;very high
P0008164;Emad Ibrahim;Drawing;Documentary;people and portraits;Wood;Large;Horizontal;very high
P0008165;Hossam Dirar;Drawing;Surrealism;Landscapes,sea and sky;Mono;X-Large;Vertical;low
P0008166;Hazem Taha Hussein;Photography;Pop Art;transportaion and maps;Oil;Medium;Squared;very low
P0008167;Hamid Nada;Collage;Graffiti;people and portraits;Mixed media;Large;Horizontal;high
P0008168;Emad Ibrahim;Photography;Art Deco;still life;Bronze;Medium;Horizontal;very high
P0008169;Alaa Awad;Photography;Documentary;Architecture and cityscapes;Pincil;X-Large;Squared;very low
P0008170;Hussain Bikar;Collage;Modern;people and portraits;Acrylic;Medium;Squared;low
P0008171;Adham Wanly;Sculpture;Street Art;Animals and Birds;Gouache;Medium;Horizontal;very high
P0008172;El Zeft;Sculpture;Street Art;Animals and Birds;Pincil;Large;Horizontal;very high
P0008173;Mahmoud Sa'id;Photography;Wall;Flowers and plants;Charcoal;Medium;Squared;very low
P0008174;Mohamed El Fayoumi;Photography;Abstract;Animals and Birds;Acrylic;Medium;Horizontal;medium
P0008175;Mahmoud Sa'id;Print;Fine Art;Architecture and cityscapes;Mixed media;X-Large;Squared;high
P0008176;Fathi Hassan;Collage;Conceptual;Landscapes,sea and sky;Ink;Medium;Vertical;very high
P0008177;Hussain Bikar;Collage;Modern;Architecture and cityscapes;Mono;Large;Vertical;medium
P0008178;Khaled Hafez;Painting;Wall;still life;Woodcut;Small;Squared;medium
P0008179;Fathi Hassan;Painting;Folk Art;Animals and Birds;Bronze;Small;Horizontal;high
P0008180;Hossam Dirar;Sculpture;Portrait;Landscapes,sea and sky;Lino;Large;Vertical;very low
P0008181;Khaled Hafez;Sculpture;Pop Art;Flowers and plants;Chalk;X-Large;Squared;very low
P0008182;Khaled Hafez;Drawing;Documentary;Flowers and plants;Gouache;X-Large;Vertical;medium
P0008183;El Zeft;Sculpture;Modern;Landscapes,sea and sky;Metal;Small;Squared;low
P0008184;Alaa Awad;Drawing;Street Art;Animals and Birds;Ink;Medium;Squared;low
P0008185;Alaa Awad;Painting;Documentary;Animals and Birds;Metal;Medium;Horizontal;low
P0008186;El Teneen;Painting;Surrealism;people and portraits;Woodcut;Small;Horizontal;very high
P0008187;Hussain Bikar;Drawing;Conceptual;Landscapes,sea and sky;Metal;Small;Vertical;medium
P0008188;George Bahgoury;Collage;Wall;still life;Wood;Medium;Squared;very low
P0008189;Hazem Taha Hussein;Collage;Folk Art;Landscapes,sea and sky;Oil;Medium;Horizontal;very high
P0008190;Tarek El Komi;Drawing;Fine Art;Abstract and non-figurative;Oil;Large;Horizontal;high
P0008191;Ganzeer;Sculpture;Folk Art;Landscapes,sea and sky;Watercolur;Medium;Squared;high
P0008192;Hossam Dirar;Drawing;Wall;Architecture and cityscapes;Chalk;Medium;Vertical;very low
P0008193;El Teneen;Drawing;Documentary;Flowers and plants;Mono;Medium;Horizontal;medium
P0008194;Khaled Hafez;Collage;Folk Art;Flowers and plants;Gouache;Medium;Squared;low
P0008195;George Bahgoury;Collage;Surrealism;still life;Charcoal;X-Large;Vertical;high
P0008196;Mahmoud Sa'id;Collage;Fine Art;Animals and Birds;Oil;Large;Squared;medium
P0008197;Adam Henein;Collage;Graffiti;Landscapes,sea and sky;Acrylic;X-Large;Vertical;very high
P0008198;Hazem Taha Hussein;Drawing;Art Deco;still life;Gouache;Large;Vertical;low
P0008199;Mohamed El Fayoumi;Photography;Folk Art;Flowers and plants;Charcoal;Large;Horizontal;high
P0008200;Adham Wanly;Painting;Pop Art;still life;Bronze;Large;Horizontal;very low
P0008201;Emad Ibrahim;Sculpture;Folk Art;Landscapes,sea and sky;Pincil;Small;Horizontal;medium
P0008202;Adam Henein;Drawing;Art Deco;people and portraits;Pincil;Medium;Squared;low
P0008203;Hossam Dirar;Sculpture;Folk Art;Abstract and non-figurative;Ceramic;Small;Horizontal;very high
P0008204;Ghada Amer;Drawing;Art Deco;Landscapes,sea and sky;Woodcut;Medium;Squared;medium
P0008205;Emad Ibrahim;Print;Modern;people and portraits;Gouache;Small;Vertical;very low
P0008206;Mohamed El Fayoumi;Print;Documentary;people and portraits;Wood;X-Large;Vertical;high
P0008207;El Teneen;Print;Figurative;Architecture and cityscapes;Bronze;Medium;Vertical;very high
P0008208;Mahmoud Sa'id;Collage;Documentary;Landscapes,sea and sky;Gouache;Medium;Vertical;very low
P0008209;Alaa Awad;Photography;Surrealism;Architecture and cityscapes;Chalk;Large;Squared;high
P0008210;Hamid Nada;Drawing;Figurative;Flowers and plants;Ink;Large;Squared;medium
P0008211;Hamid Nada;Photography;Conceptual;Abstract and non-figurative;Mixed media;X-Large;Vertical;very high
P0008212;Adham Wanly;Collage;Fine Art;Abstract and non-figurative;Watercolur;Large;Vertical;high
P0008213;Emad Ibrahim;Photography;Graffiti;Architecture and cityscapes;Pastal;Large;Vertical;very low
P0008214;Adham Wanly;Drawing;Art Deco;Architecture and cityscapes;Oil;Small;Vertical;medium
P0008215;Fathi Hassan;Painting;Documentary;Architecture and cityscapes;Oil;Small;Squared;low
P0008216;Adam Henein;Painting;Wall;transportaion and maps;Ceramic;Medium;Horizontal;very high
P0008217;Ragheb Ayad;Drawing;Graffiti;Flowers and plants;Bronze;Medium;Squared;medium
P0008218;El Teneen;Collage;Fine Art;Architecture and cityscapes;Metal;Medium;Vertical;low
P0008219;Adam Henein;Painting;Graffiti;Flowers and plants;Chalk;Small;Vertical;medium
P0008220;Hazem Taha Hussein;Sculpture;Modern;Animals and Birds;Gouache;Large;Squared;medium
P0008221;George Bahgoury;Drawing;Portrait;Abstract and non-figurative;Oil;Small;Squared;medium
P0008222;Ghada Amer;Drawing;Pop Art;still life;Watercolur;Small;Vertical;high
P0008223;Hussain Bikar;Print;Wall;still life;Oil;X-Large;Squared;high
P0008224;Hamid Nada;Painting;Surrealism;Flowers and plants;Pincil;Large;Squared;high
P0008225;Abdel Hadi Al Gazzar;Drawing;Conceptual;Landscapes,sea and sky;Acrylic;X-Large;Squared;low
P0008226;Mahmoud Sa'id;Painting;Surrealism;still life;Acrylic;X-Large;Squared;medium
P0008227;Mohamed El Fayoumi;Print;Surrealism;people and portraits;Wood;Small;Squared;high
P0008228;Adham Wanly;Sculpture;Street Art;Animals and Birds;Pincil;X-Large;Horizontal;high
P0008229;Tarek El Komi;Collage;Street Art;Architecture and cityscapes;Wood;Medium;Squared;medium
P0008230;El Teneen;Photography;Figurative;Flowers and plants;Metal;Large;Horizontal;low
P0008231;Hussain Bikar;Sculpture;Figurative;still life;Chalk;Small;Vertical;low
P0008232;Mohamed El Fayoumi;Sculpture;Wall;people and portraits;Woodcut;Large;Horizontal;low
P0008233;Hussain Bikar;Painting;Conceptual;Flowers and plants;Bronze;Large;Squared;medium
P0008234;Mahmoud Sa'id;Painting;Folk Art;Flowers and plants;Metal;Large;Squared;very low
P0008235;Alaa Awad;Print;Portrait;people and portraits;Metal;Large;Squared;very high
P0008236;Fathi Hassan;Print;Documentary;still life;Acrylic;Large;Squared;low
P0008237;Ghada Amer;Collage;Art Deco;Animals and Birds;Pincil;Large;Vertical;high
P0008238;El Teneen;Sculpture;Figurative;Animals and Birds;Pincil;Large;Horizontal;high
P0008239;Hamid Nada;Photography;Art Deco;people and portraits;Mixed media;X-Large;Horizontal;low
